article_id,detail_desc,hn_article_id,hn_detail_desc,category_name,positive_cat_value,hnegative_cat_value,enhanced_query
816503002,"Wrist warmers in soft, rib-knit cashmere with thumbholes.",777033001.0,"Wide, trousers in pleated, heavily draping satin with a high waist and a concealed zip at the back.",department_name,Jersey/Knitwear Premium,Trousers & Skirt,"Wrist warmers in soft, rib-knit cashmere with thumbholes.. It has to be Jersey/Knitwear Premium and not Trousers & Skirt."
816521004,"Ankle-length trousers in an airy viscose weave. High paper bag waist with elastication at the back and a detachable tie belt. Pleats at the top, diagonal side pockets and gently tapered legs with creases.",,,department_name,Trouser,Tops Boys,
816597003,Short dress in airy plumeti chiffon with a wide drawstring neckline and long raglan sleeves with a flounce at the cuffs. Elasticated seam at the waist and a seam with a flounce at the hem. Partly lined in jersey.,395730042.0,"Long-sleeved, polo-neck tops in organic cotton jersey.",department_name,Projects Dresses,Kids Girl Jersey Basic,Short dress in airy plumeti chiffon with a wide drawstring neckline and long raglan sleeves with a flounce at the cuffs. Elasticated seam at the waist and a seam with a flounce at the hem. Partly lined in jersey.. It has to be Projects Dresses and not Kids Girl Jersey Basic.
816612007,"Hipster briefs in lace with a low waist, lined gusset and cutaway coverage at the back.",701274001.0,"Blouse in woven fabric with a V-shaped opening at the front and a small frilled collar with ties. Buttons down the front, an elasticated seam at the waist and long sleeves with a button and frill trim at the cuffs. Unlined.",department_name,Expressive Lingerie,Tops Woven,"Hipster briefs in lace with a low waist, lined gusset and cutaway coverage at the back.. It has to be Expressive Lingerie and not Tops Woven."
816759003,"Polo shirt in cotton piqué with a ribbed collar, button placket, short sleeves with ribbed trims, and slits in the sides.",813060013.0,"Shirt in a cotton weave with a turn-down collar, buttons down the front, a yoke at the back and long sleeves with buttoned cuffs. Contrasting colour on the inside of the collar stand and cuffs, and a rounded hem.",department_name,Jersey Fancy,Kids Boy Shirt,"Polo shirt in cotton piqué with a ribbed collar, button placket, short sleeves with ribbed trims, and slits in the sides.. It has to be Jersey Fancy and not Kids Boy Shirt."
816830001,"Concentrated, scented machine and hand wash laundry liquid. Black is always in style! This liquid will retain the colour of your clothes while treating stains and cleaning them, even at low temperatures. For all types of laundry (30-90°C). Select 30°C to save energy (your laundry will be just as clean). Free from phosphates, zeolites and bleach. Made in a climate-neutral factory in Vadstena, Sweden. 9 washes (medium water). 500 ml. For contents and further information see www.hm.com/takecare.",809874001.0,"Shorter, fitted top in ribbed cotton jersey with a deep neckline and short sleeves.",department_name,Take care,Jersey fancy,"Concentrated, scented machine and hand wash laundry liquid. Black is always in style! This liquid will retain the colour of your clothes while treating stains and cleaning them, even at low temperatures. For all types of laundry (30-90°C). Select 30°C to save energy (your laundry will be just as clean). Free from phosphates, zeolites and bleach. Made in a climate-neutral factory in Vadstena, Sweden. 9 washes (medium water). 500 ml. For contents and further information see www.hm.com/takecare.. It has to be Take care and not Jersey fancy."
816832005,"Jumper in a soft, fine, airy knit with a V-neck and long raglan sleeves. Ribbing around the neckline, cuffs and hem, and short slits in the sides. Slightly longer at the back.",,,department_name,Loungewear,Tops woven DS,
816908001,"Short, A-line dress in soft cotton denim with a V-shaped opening and ties at the neckline. Dropped shoulders, long sleeves with narrow cuffs and a covered button, and seams with decorative gathers for added volume at the hem. Unlined. The cotton content of the dress is partly recycled.",803971006.0,"Padded gilet in a quilted weave with a detachable, lined hood and stand-up collar. Zip down the front with a round tab and chin guard, and side pockets. Slightly longer and rounded at the back. Lined.",department_name,Denim Other Garments,Kids Girl Outdoor,"Short, A-line dress in soft cotton denim with a V-shaped opening and ties at the neckline. Dropped shoulders, long sleeves with narrow cuffs and a covered button, and seams with decorative gathers for added volume at the hem. Unlined. The cotton content of the dress is partly recycled.. It has to be Denim Other Garments and not Kids Girl Outdoor."
817113001,"3/4-length pull-on trousers in an airy, patterned cotton weave with elasticated ribbing and a decorative bow at the waist. Fake fly, side pockets, a back pocket and elasticated hems.",567866001.0,"Cardigan in a soft, fine cotton knit with buttons down the front and scalloped edges.",department_name,Kids Girl Trouser,Baby Girl Knitwear,"3/4-length pull-on trousers in an airy, patterned cotton weave with elasticated ribbing and a decorative bow at the waist. Fake fly, side pockets, a back pocket and elasticated hems.. It has to be Kids Girl Trouser and not Baby Girl Knitwear."
817353006,"Short dress in woven fabric with a V-neck, buttons down the front, short puff sleeves with smocked trims and a seam at the waist. Unlined.",733419005.0,"Knee-length dress in a crêpe weave with a V-neck, buttons down the front and short sleeves with a drawstring. Seam at the waist and a gently flared skirt. Unlined.",department_name,Dress,Dress,"Short dress in woven fabric with a V-neck, buttons down the front, short puff sleeves with smocked trims and a seam at the waist. Unlined.. It has to be Dress and not Dress."
817354001,"Straight-cut, slightly longer jacket in lightweight twill made from a viscose blend. Narrow notch lapels, buttons at the front and flap front pockets. Lined in taffeta made from recycled polyester.",,,department_name,Suit jacket,Kids Boy Knitwear,
817392003,"Relaxed-fit top in sweatshirt fabric with a ribbed turtle neck, dropped shoulders, long, wide sleeves and ribbing at the cuffs and hem. Longer at the back.",577314002.0,"Long-sleeved, off-the-shoulder top in sweatshirt fabric with ribbing around the top, cuffs and hem. Soft brushed inside",department_name,Basic 1,Tops Fancy Jersey,"Relaxed-fit top in sweatshirt fabric with a ribbed turtle neck, dropped shoulders, long, wide sleeves and ribbing at the cuffs and hem. Longer at the back.. It has to be Basic 1 and not Tops Fancy Jersey."
817416005,"Shorts in an airy weave. High, frill-trimmed paper bag waist with covered elastication, a zip fly and buttons, and flap leg pockets.",796738003.0,"Sleeveless dress in airy cotton seersucker with elastication at the top, narrow, double shoulder straps and a rounded hem. Unlined.",department_name,Shorts,Young Girl Dresses,"Shorts in an airy weave. High, frill-trimmed paper bag waist with covered elastication, a zip fly and buttons, and flap leg pockets.. It has to be Shorts and not Young Girl Dresses."
817484005,"Boots in sturdy cotton canvas with an ankle-height shaft, lacing at the front and loop at the back. Chunky, patterned soles. Platform front 4.5 cm, heel 6 cm.",596400010.0,Long-sleeved top in soft cotton jersey.,department_name,Boots,Basics,"Boots in sturdy cotton canvas with an ankle-height shaft, lacing at the front and loop at the back. Chunky, patterned soles. Platform front 4.5 cm, heel 6 cm.. It has to be Boots and not Basics."
817852004,"Tailored shorts in an airy weave with an elasticated, drawstring waist, side pockets and a fake back pocket.",607375001.0,Hat in a cotton and linen blend with a grosgrain band. Width of brim 3 cm.,department_name,Young Boy Shorts,Accessories,"Tailored shorts in an airy weave with an elasticated, drawstring waist, side pockets and a fake back pocket.. It has to be Young Boy Shorts and not Accessories."
817852006,"Tailored shorts in an airy weave with an elasticated, drawstring waist, side pockets and a fake back pocket.",,,department_name,Young Boy Shorts,Young Girl Denim,
817962003,"Ankle-length suit trousers in a linen and cotton weave with a zip fly and concealed hook-and-eye fastening. Side pockets, welt back pockets and legs with creases. Slim Fit – a fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette.",,,department_name,Trouser S&T,Baby Girl Woven,
818017001,Earrings made from recycled metal decorated with sparkly stones and glass beads. Length 9 cm.,771537001.0,Knee-length dress in pleated chiffon with narrow shoulder straps and a narrow tie belt at the waist. Lined.,department_name,Conscious Exclusive,Dress,Earrings made from recycled metal decorated with sparkly stones and glass beads. Length 9 cm.. It has to be Conscious Exclusive and not Dress.
818020003,"Nightdresses in soft, printed cotton jersey with a narrow trim around the neckline, short sleeves and a rounded hem. Longer at the back.",557561006.0,Tube scarf in woven fabric.,department_name,Young Girl UW/NW,Scarves,"Nightdresses in soft, printed cotton jersey with a narrow trim around the neckline, short sleeves and a rounded hem. Longer at the back.. It has to be Young Girl UW/NW and not Scarves."
818029002,"Long-sleeved top in soft sweatshirt fabric with a text motif on the front, dropped shoulders and ribbing around the neckline, cuffs and hem. Soft brushed inside.",716045001.0,"Trenchcoat in woven fabric with notch lapels, a hook-and-eye fastening at the top and a loose yoke at the back. Detachable tie belt at the waist, side pockets, and a single back vent. Lined.",department_name,Jersey fancy,Outwear,"Long-sleeved top in soft sweatshirt fabric with a text motif on the front, dropped shoulders and ribbing around the neckline, cuffs and hem. Soft brushed inside.. It has to be Jersey fancy and not Outwear."
818030001,"Short-sleeved top in soft, stretch viscose jersey with a yoke and shoulders in stretch lace.",600931001.0,"Short swim top in fast-drying functional fabric with long, printed raglan sleeves and an elasticated hem. Lined front and back.",department_name,Jersey fancy,Ladies Sport Acc,"Short-sleeved top in soft, stretch viscose jersey with a yoke and shoulders in stretch lace.. It has to be Jersey fancy and not Ladies Sport Acc."
818059010,"Shirt in a linen and cotton weave with a turn-down collar, classic front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Regular Fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette.",625131001.0,"Baby Exclusive. Long-sleeved tops in soft, pointelle-knit organic cotton jersey with a button placket and embroidered scalloped trim around the neckline, cuffs and hem.",department_name,Shirt,Baby Exclusive,"Shirt in a linen and cotton weave with a turn-down collar, classic front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Regular Fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette.. It has to be Shirt and not Baby Exclusive."
818410001,"Straight-cut top in an airy viscose weave with a V-neck, decorative buttons at the front and narrow, adjustable shoulder straps.",818621001.0,"Joggers in soft, fine-knit cashmere. Regular waist with covered elastication and tapered legs with ribbed hems.",department_name,Tops Woven,Jersey/Knitwear Premium,"Straight-cut top in an airy viscose weave with a V-neck, decorative buttons at the front and narrow, adjustable shoulder straps.. It has to be Tops Woven and not Jersey/Knitwear Premium."
818621001,"Joggers in soft, fine-knit cashmere. Regular waist with covered elastication and tapered legs with ribbed hems.",668041001.0,"5-pocket skirt in washed denim with hard-worn details, a zip fly and button, and a frayed, raw-edge hem.",department_name,Jersey/Knitwear Premium,OL Extended Sizes,"Joggers in soft, fine-knit cashmere. Regular waist with covered elastication and tapered legs with ribbed hems.. It has to be Jersey/Knitwear Premium and not OL Extended Sizes."
818754001,"Fitted top in soft, ribbed viscose jersey with a turtle neck and long sleeves.",824896001.0,"Knee-length skirt in a sturdy, textured knit. High waist with covered elastication.",department_name,Basic 1,Knitwear,"Fitted top in soft, ribbed viscose jersey with a turtle neck and long sleeves.. It has to be Basic 1 and not Knitwear."
818788001,Pyjamas in soft cotton jersey. Long-sleeved top with ribbing around the neckline and cuffs. Bottoms with an elasticated waist and ribbed hems.,,,department_name,Kids Boy UW/NW,Bottoms Girls,
818863004,"Polo shirt in fine-knit premium cotton with a collar, button placket, long sleeves and ribbing at the cuffs and hem. Muscle Fit – a fit designed to showcase the body’s physique with narrow shoulders and tapered sleeves to create a flattering silhouette.",708430007.0,"Long dress in viscose jersey with a lace bodice. Wide neckline with a V-neck at the back, short cap sleeves and a concealed zip at the back.",department_name,Knitwear,Jersey,"Polo shirt in fine-knit premium cotton with a collar, button placket, long sleeves and ribbing at the cuffs and hem. Muscle Fit – a fit designed to showcase the body’s physique with narrow shoulders and tapered sleeves to create a flattering silhouette.. It has to be Knitwear and not Jersey."
818986003,"Short-sleeved shirt in a patterned cotton weave with a resort collar, French front, yoke at the back and straight-cut hem.",638242021.0,Short-sleeved bodysuit in soft organic cotton jersey with press-studs on the shoulder and at the crotch.,department_name,Shirt,Baby basics,"Short-sleeved shirt in a patterned cotton weave with a resort collar, French front, yoke at the back and straight-cut hem.. It has to be Shirt and not Baby basics."
818986006,"Short-sleeved shirt in a patterned cotton weave with a resort collar, French front, yoke at the back and straight-cut hem.",583351002.0,Felted wool beret. Unlined.,department_name,Shirt,Gloves/Hats,"Short-sleeved shirt in a patterned cotton weave with a resort collar, French front, yoke at the back and straight-cut hem.. It has to be Shirt and not Gloves/Hats."
819113004,"Push-up bra in lace with underwired, padded cups for a larger bust and fuller cleavage. The underwiring is V-shaped at the front. Adjustable shoulder straps and a hook-and-eye fastening at the back.",649494005.0,"Straight-cut top in sturdy cotton jersey with a boat neck, 3/4-length sleeves and a gently rounded hem.",department_name,Expressive Lingerie,Jersey,"Push-up bra in lace with underwired, padded cups for a larger bust and fuller cleavage. The underwiring is V-shaped at the front. Adjustable shoulder straps and a hook-and-eye fastening at the back.. It has to be Expressive Lingerie and not Jersey."
819231003,"Puffer jacket in windproof, water-repellent functional fabric with a lined, drawstring hood and taped zip down the front. Side pockets with a taped zip, an inner pocket, ribbed cuffs and concealed, covered elastication at the hem. Polyester filling.",712915006.0,"Short, sleeveless dress in lace with a round neckline, concealed zip at the back, seam at the waist and scalloped hem. Jersey lining.",department_name,Jacket Casual,Jersey,"Puffer jacket in windproof, water-repellent functional fabric with a lined, drawstring hood and taped zip down the front. Side pockets with a taped zip, an inner pocket, ribbed cuffs and concealed, covered elastication at the hem. Polyester filling.. It has to be Jacket Casual and not Jersey."
819404001,"Jumper in a soft rib knit containing some wool decorated with artificial pearls. Double-layered polo neck, low dropped shoulders and long, wide sleeves. The polyester content of the jumper is recycled.",634050015.0,Leggings in soft organic cotton jersey with an elasticated waist.,department_name,Knitwear,Baby basics,"Jumper in a soft rib knit containing some wool decorated with artificial pearls. Double-layered polo neck, low dropped shoulders and long, wide sleeves. The polyester content of the jumper is recycled.. It has to be Knitwear and not Baby basics."
819520001,"Fitted, long-sleeved top in soft, ribbed jersey with a V-neck and buttons at the top.",810493001.0,Short skirt in a textured weave with a slight sheen. Regular waist with a concealed zip and hook-and-eye fastener at the back. Second layer of fabric on the top with gathered seams at the sides and back to create a draped effect. Lined.,department_name,Jersey Basic,Skirt,"Fitted, long-sleeved top in soft, ribbed jersey with a V-neck and buttons at the top.. It has to be Jersey Basic and not Skirt."
819851004,"Aqua shoes in scuba fabric with a loop front and back, and textured soles.",839899002.0,"Short, flared skirt in sturdy jersey with a high waist and concealed zip at the back. Double-layered waistband and a seam with a flounce at the hem. Unlined.",department_name,Kids Girl Shoes,Jersey,"Aqua shoes in scuba fabric with a loop front and back, and textured soles.. It has to be Kids Girl Shoes and not Jersey."
820168001,"Slightly longer, straight-cut, single-breasted jacket in a soft weave with notch lapels, fastening with one sparkly button at the front, and two flap front pockets. Lined.",514577013.0,Short-sleeved blouse in an airy weave with a round neckline and short slits in the sides. Slightly longer at the back.,department_name,Suit jacket,Blouse,"Slightly longer, straight-cut, single-breasted jacket in a soft weave with notch lapels, fastening with one sparkly button at the front, and two flap front pockets. Lined.. It has to be Suit jacket and not Blouse."
820381001,"Dress in a soft Tencel™ lyocell weave with embroidery. Small opening with a button at the back of the neck, a seam at the top and a flare to the hem. Wide balloon sleeves with narrow, covered elastication at the cuffs.",488012003.0,Jacquard-knit socks in a soft cotton blend with elastication around the top.,department_name,Kids Girl Dresses,Young Boy Socks,"Dress in a soft Tencel™ lyocell weave with embroidery. Small opening with a button at the back of the neck, a seam at the top and a flare to the hem. Wide balloon sleeves with narrow, covered elastication at the cuffs.. It has to be Kids Girl Dresses and not Young Boy Socks."
820462013,"All-in-one pyjamas in soft, organic cotton jersey with long sleeves, press-studs down the front and along one leg, and ribbing around the neckline, cuffs and hems.",633133008.0,"Short top in lightweight, printed sweatshirt fabric with ribbing around the neckline and cuffs.",department_name,Baby Nightwear,Tops Fancy Jersey,"All-in-one pyjamas in soft, organic cotton jersey with long sleeves, press-studs down the front and along one leg, and ribbing around the neckline, cuffs and hems.. It has to be Baby Nightwear and not Tops Fancy Jersey."
820484004,T-shirt in airy linen jersey with a round neckline and gently rounded hem.,766450002.0,T-shirt in cotton jersey with a print motif on the front and ribbing around the neckline.,department_name,Jersey Basic,Young Boy Jersey Fancy,T-shirt in airy linen jersey with a round neckline and gently rounded hem.. It has to be Jersey Basic and not Young Boy Jersey Fancy.
820526002,"Joggers in soft sweatshirt fabric made from a cotton blend with an elasticated drawstring waist, side pockets and covered elastication at the hems. Soft brushed inside.",840499001.0,Fully lined swimsuit with an all-over print and flounce-trimmed shoulder straps that meet at the back.,department_name,Young Girl Jersey Basic,Kids Girl Swimwear,"Joggers in soft sweatshirt fabric made from a cotton blend with an elasticated drawstring waist, side pockets and covered elastication at the hems. Soft brushed inside.. It has to be Young Girl Jersey Basic and not Kids Girl Swimwear."
820563001,"Jumper in a soft knit containing some wool with a high, ribbed collar and zip with a round pull at the top. Low dropped shoulders, long, wide sleeves and wide ribbing at the cuffs and hem.",616975001.0,Hat in a soft rib knit containing glittery threads with a decorative bow on the front.,department_name,Knitwear,Kids Girl Big Acc,"Jumper in a soft knit containing some wool with a high, ribbed collar and zip with a round pull at the top. Low dropped shoulders, long, wide sleeves and wide ribbing at the cuffs and hem.. It has to be Knitwear and not Kids Girl Big Acc."
820652001,"Brogues with a decorative welt seam around the soles, lacing at the front and a loop at the back. Canvas linings and insoles and patterned soles.",759437001.0,Knee-high boots with a zip half way down the shaft. Fabric linings and insoles and patterned soles. Heel 9 cm.,department_name,Kids Boy Shoes,Boots,"Brogues with a decorative welt seam around the soles, lacing at the front and a loop at the back. Canvas linings and insoles and patterned soles.. It has to be Kids Boy Shoes and not Boots."
820865001,"Fully lined swimsuit with a deep V-neck and lined cups with removable inserts that shape the bust and provide good support. Narrow, adjustable shoulder straps that cross at the back.",732460001.0,Leggings in ribbed organic cotton with roll edges at the hems.,department_name,Swimwear,Tights basic,"Fully lined swimsuit with a deep V-neck and lined cups with removable inserts that shape the bust and provide good support. Narrow, adjustable shoulder straps that cross at the back.. It has to be Swimwear and not Tights basic."
820866001,"Fully lined bikini bottoms with a low, V-shaped waist and high cut at the back.",732460001.0,Leggings in ribbed organic cotton with roll edges at the hems.,department_name,Swimwear,Tights basic,"Fully lined bikini bottoms with a low, V-shaped waist and high cut at the back.. It has to be Swimwear and not Tights basic."
820899004,"Non-wired bras in jersey with a wide, elasticated hem, adjustable shoulder straps and removable inserts that shape the bust and provide good support. No fasteners.",,,department_name,Casual Lingerie,AK Dresses & Outdoor,
821013001,"Top in lightweight cotton sweatshirt fabric with a glittery print motif on the front, lined hood, long sleeves with ribbed cuffs, and a drawstring at the hem.",730687001.0,"Outdoor jacket in woven fabric with a double-layered hood, stand up collar and zip down the front. Padded front and back sections and fleece-lined raglan sleeves in sturdy jersey with ribbed panels. Inset jersey panels in the sides and zipped front pockets. Longer and gently rounded at the back. Partly lined.",department_name,Kids Girl Jersey Fancy,Ladies Sport Woven,"Top in lightweight cotton sweatshirt fabric with a glittery print motif on the front, lined hood, long sleeves with ribbed cuffs, and a drawstring at the hem.. It has to be Kids Girl Jersey Fancy and not Ladies Sport Woven."
821118001,"Biker jacket in imitation suede with quilted sections on the shoulders. Small stand-up collar with an adjustable tab and press-stud, and a zip down the front. Zipped chest pocket, zipped side pockets and one inner pocket. Lined.",712351001.0,Short grosgrain necklace with plastic pendants with faceted beads in glass and plastic. Fastens with ties at the back. Total length approx. 98 cm.,department_name,Jacket Smart,Jewellery Extended,"Biker jacket in imitation suede with quilted sections on the shoulders. Small stand-up collar with an adjustable tab and press-stud, and a zip down the front. Zipped chest pocket, zipped side pockets and one inner pocket. Lined.. It has to be Jacket Smart and not Jewellery Extended."
821118004,"Biker jacket in imitation suede with quilted sections on the shoulders. Small stand-up collar with an adjustable tab and press-stud, and a zip down the front. Zipped chest pocket, zipped side pockets and one inner pocket. Lined.",840909001.0,"Fitted top in soft, patterned viscose jersey with a sheen. V-neck, a double-layered wrapover at the top and a seam under the bust. Long, wide sleeves with gathered elastication at the shoulders and smocking at the cuffs.",department_name,Jacket Smart,Jersey,"Biker jacket in imitation suede with quilted sections on the shoulders. Small stand-up collar with an adjustable tab and press-stud, and a zip down the front. Zipped chest pocket, zipped side pockets and one inner pocket. Lined.. It has to be Jacket Smart and not Jersey."
821417004,"Ankle-length jeans in washed cotton denim with an extra-high waist, pleats at the top and a detachable belt with metal D-rings. Relaxed fit with a zip fly and button, side and back pockets, and tapered legs. The cotton content of the jeans is partly recycled.",567992021.0,Short-sleeved top in printed cotton jersey.,department_name,Trouser,Young Girl Jersey Fancy,"Ankle-length jeans in washed cotton denim with an extra-high waist, pleats at the top and a detachable belt with metal D-rings. Relaxed fit with a zip fly and button, side and back pockets, and tapered legs. The cotton content of the jeans is partly recycled.. It has to be Trouser and not Young Girl Jersey Fancy."
821449001,"Sleeveless dress in lightweight cotton canvas with flounce-trimmed shoulder straps that join at the back. Buttons down the front, narrow elastication at the top of the back, a seam at the waist and a flared skirt. Unlined.",632307016.0,"Sleeveless top in jersey crêpe with a small, gathered stand-up collar, V-shaped opening at the front and rounded hem.",department_name,Kids Girl Dresses,Jersey,"Sleeveless dress in lightweight cotton canvas with flounce-trimmed shoulder straps that join at the back. Buttons down the front, narrow elastication at the top of the back, a seam at the waist and a flared skirt. Unlined.. It has to be Kids Girl Dresses and not Jersey."
821579001,Shirt in washed linen with a grandad collar and half-length button placket with a classic front. Yoke at the back and long sleeves with adjustable buttoning at the cuffs. Straight fit with a rounded hem.,527208002.0,"Dungaree dress in soft, lightweight, stretch corduroy with adjustable straps, press-studs at the sides, and side and back pockets. Lined at the top.",department_name,Shirt,Kids Girl Dresses,Shirt in washed linen with a grandad collar and half-length button placket with a classic front. Yoke at the back and long sleeves with adjustable buttoning at the cuffs. Straight fit with a rounded hem.. It has to be Shirt and not Kids Girl Dresses.
821663002,"Short, fitted dress in stretch fabric with a small stand-up collar and long sleeves.",793393001.0,"Short dress in an airy, patterned viscose weave with a V-neck, covered buttons down the front and a seam at the waist with a wide, sewn-in tie belt.",department_name,Dress,Projects Dresses,"Short, fitted dress in stretch fabric with a small stand-up collar and long sleeves.. It has to be Dress and not Projects Dresses."
821664003,"Jumper in a soft, fluffy knit with decorative sequins at the top, gently dropped shoulders, long sleeves, ribbing around the neckline, cuffs and hem and short slits in the sides. Longer at the back.",,,department_name,Young Girl Knitwear,Swimwear,
821726003,"Straight-style shirt in soft pima cotton piqué with a gently tapered waist, button-down collar, French front and open chest pocket. Double-layered yoke at the back, long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Slim Fit – a fit with narrow shoulders and a tapered waist for a fitted silhouette.",633944002.0,5-pocket regular fit trousers in cotton twill with an adjustable elasticated waist and zip fly with a press-stud.,department_name,Knitwear,Young Boy Trouser,"Straight-style shirt in soft pima cotton piqué with a gently tapered waist, button-down collar, French front and open chest pocket. Double-layered yoke at the back, long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Slim Fit – a fit with narrow shoulders and a tapered waist for a fitted silhouette.. It has to be Knitwear and not Young Boy Trouser."
821756001,"Top in printed sweatshirt fabric made from a cotton blend with a round neckline, dropped shoulders and long sleeves. Ribbing around the neckline, cuffs and hem.",,,department_name,Young Girl Jersey Fancy,Bags & Items,
821911001,"Short jacket in soft cotton twill with a drawstring hood, concealed press-studs down the front and flap front pockets with press-studs. Covered elastication at the cuffs and a drawstring at the hem. Unlined.",,,department_name,Outdoor/Blazers,Newborn,
821911004,"Short jacket in soft cotton twill with a drawstring hood, concealed press-studs down the front and flap front pockets with press-studs. Covered elastication at the cuffs and a drawstring at the hem. Unlined.",757130004.0,Long-sleeved top in soft jersey with a print motif on the front and ties at the hem.,department_name,Outdoor/Blazers,Young Girl Jersey Fancy,"Short jacket in soft cotton twill with a drawstring hood, concealed press-studs down the front and flap front pockets with press-studs. Covered elastication at the cuffs and a drawstring at the hem. Unlined.. It has to be Outdoor/Blazers and not Young Girl Jersey Fancy."
821993002,"Shopper in grained imitation leather with two handles at the top and a magnetic fastener. One large inner compartment, one smaller compartment and a zipped pocket. Unlined. Size approx. 12x30x35 cm.",599718043.0,"Shorts woven in a linen blend with an elasticated, drawstring waist, side pockets, two fake back pockets and short slits in the hems.",department_name,Bags,Shorts & Skirts,"Shopper in grained imitation leather with two handles at the top and a magnetic fastener. One large inner compartment, one smaller compartment and a zipped pocket. Unlined. Size approx. 12x30x35 cm.. It has to be Bags and not Shorts & Skirts."
822017002,"Shirt in a sturdy weave with a turn-down collar, classic front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, flap chest pockets with a button, and a rounded hem. Regular Fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette.",729928025.0,Short skater skirt in sturdy jersey with an elasticated waist and visible zip at the back. Unlined.,department_name,Shirt,Skirts,"Shirt in a sturdy weave with a turn-down collar, classic front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, flap chest pockets with a button, and a rounded hem. Regular Fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette.. It has to be Shirt and not Skirts."
822084001,"Long-sleeved dress in printed cotton jersey with a round, ribbed neckline, press-stud on one shoulder and a seam with a flounce at the hem.",733323008.0,"Shirt in stretch Oxford cotton with a button-down collar, classic front and a yoke and darts at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Muscle Fit – a fit designed to showcase the body’s physique with narrow shoulders and tapered sleeves to create a flattering silhouette.",department_name,Kids Girl Jersey Fancy,Shirt,"Long-sleeved dress in printed cotton jersey with a round, ribbed neckline, press-stud on one shoulder and a seam with a flounce at the hem.. It has to be Kids Girl Jersey Fancy and not Shirt."
822186001,"Short dress in an airy weave with embroidery in a contrasting colour. Gathered seam around the neckline, a V-shaped opening at the front and pin-tucks around the sleeves and skirt. Long, wide sleeves with narrow elastication at the cuffs, an elasticated seam at the waist with a twisted, tasselled drawstring, and a gathered seam at the hem. Lined skirt.",,,department_name,Dress,Asia Assortment,
822207002,"Oversized, straight-cut shirt jacket in cotton twill with a collar, press-studs down the front and a yoke at the back. Flap chest pockets with a button and welt side pockets. Dropped shoulders, long sleeves with buttoned cuffs, and a rounded hem. Unlined.",719629019.0,"Swim shorts in woven fabric with an elasticated drawstring waist, side pockets and short legs with slits in the sides. Soft mesh inner shorts.",department_name,Outdoor/Blazers,Swimwear,"Oversized, straight-cut shirt jacket in cotton twill with a collar, press-studs down the front and a yoke at the back. Flap chest pockets with a button and welt side pockets. Dropped shoulders, long sleeves with buttoned cuffs, and a rounded hem. Unlined.. It has to be Outdoor/Blazers and not Swimwear."
822300003,Iron-on fabric patch to patch and repair garments. Size approx. 12 cm.,665644001.0,"Long-sleeved blouse in woven fabric with a V-shaped opening at the top and a collar with ties at the front. Pleat at the back, cuffs with a covered button, and a straight-cut hem with slits in the sides. Longer at the back.",department_name,Take care,Equatorial Assortment,Iron-on fabric patch to patch and repair garments. Size approx. 12 cm.. It has to be Take care and not Equatorial Assortment.
822396001,"Pyjamas with a long-sleeved shirt and pair of shorts in soft cotton jersey. Shirt with a rounded collar, buttons down the front and piping in a contrasting colour. Shorts with covered elastication at the waist.",758557003.0,"Set with a hat and pair of mittens in a soft, cable-knit cotton blend. Hat with faux fur pompom on top and ear flaps with ties. Mittens (sizes 0-6 months without thumbs) with fold-down ribbing at the cuffs. Fleece lining.",department_name,Nightwear,Baby Toys/Acc,"Pyjamas with a long-sleeved shirt and pair of shorts in soft cotton jersey. Shirt with a rounded collar, buttons down the front and piping in a contrasting colour. Shorts with covered elastication at the waist.. It has to be Nightwear and not Baby Toys/Acc."
822565003,"Heart-shaped backpack in sturdy imitation leather with a quilted front. Handle and a zip with a heart-shaped tab at the top, and narrow, adjustable shoulder straps. Lined. Size approx. 7x22x22 cm.",849265001.0,"Top in jersey with broderie anglaise. Short puff sleeves with elasticated flounced trims, and a flounce at the hem.",department_name,Bags,Projects Jersey & Knitwear,"Heart-shaped backpack in sturdy imitation leather with a quilted front. Handle and a zip with a heart-shaped tab at the top, and narrow, adjustable shoulder straps. Lined. Size approx. 7x22x22 cm.. It has to be Bags and not Projects Jersey & Knitwear."
822862002,"Long cardigan in a soft, fluffy knit with dropped shoulders, long sleeves and a detachable tie belt at the waist. Ribbing at the cuffs and hem. No buttons.",,,department_name,Knitwear,Baby Nightwear,
